 Poloidal flux derivative dPsi/dr
  rad  pla 
 1408 1006
 rho(m) dPsi/dr 
     2.89770         41.5295    
     2.89800         41.5235    
     2.89830         41.5176    
     2.89940         41.4952    
     2.90085         41.4660    
     2.90195         41.4437    
     2.90225         41.4378    
     2.90255         41.4318    
     2.90365         41.4095    
     2.90510         41.3804    
     2.90620         41.3581    
     2.90650         41.3522    
     2.90680         41.3463    
     2.90790         41.3240    
     2.90935         41.2950    
     2.91045         41.2728    
     2.91075         41.2669    
     2.91105         41.2609    
     2.91215         41.2387    
     2.91360         41.2098    
     2.91470         41.1876    
     2.91500         41.1817    
     2.91530         41.1758    
     2.91640         41.1537    
     2.91785         41.1248    
     2.91895         41.1027    
     2.91925         41.0968    
     2.91955         41.0909    
     2.92065         41.0688    
     2.92210         41.0401    
     2.92320         41.0180    
     2.92350         41.0121    
     2.92380         41.0063    
     2.92490         40.9842    
     2.92635         40.9555    
     2.92745         40.9335    
     2.92775         40.9277    
     2.92805         40.9218    
     2.92915         40.8998    
     2.93060         40.8712    
     2.93170         40.8492    
     2.93200         40.8434    
     2.93230         40.8375    
     2.93340         40.8156    
     2.93485         40.7870    
     2.93595         40.7652    
     2.93625         40.7593    
     2.93655         40.7535    
     2.93765         40.7316    
     2.93910         40.7031    
     2.94020         40.6813    
     2.94050         40.6755    
     2.94080         40.6697    
